All Cities,,,,,,
,,,,,,
Green Valley,9.000%,Los Angeles,,,,
Green Valley Lake,8.000%,San Bernardino,,,,
Greenacres,7.500%,Kern,,,,
Greenbrae (Larkspur*),9.000%,Marin,,,,
Greenfield*,8.500%,Monterey,,,,
Greenview,7.500%,Siskiyou,,,,
Greenville,7.500%,Plumas,,,,
Greenwood,7.500%,El Dorado,,,,
Grenada,7.500%,Siskiyou,,,,
Gridley*,7.500%,Butte,,,,
Grimes,7.500%,Colusa,,,,
Grizzly Flats,7.500%,El Dorado,,,,
Groveland,7.500%,Tuolumne,,,,
Grover Beach*,8.000%,San Luis Obispo,,,,
Guadalupe*,8.000%,Santa Barbara,,,,
Gualala,7.625%,Mendocino,,,,
Guasti (Ontario*),8.000%,San Bernardino,,,,
Guatay,8.000%,San Diego,,,,
Guerneville,8.250%,Sonoma,,,,
Guinda,7.500%,Yolo,,,,
Gustine*,8.000%,Merced,,,,
Hacienda Heights,9.000%,Los Angeles,,,,
Halcyon,7.500%,San Luis Obispo,,,,
Half Moon Bay*,9.500%,San Mateo,,,,
Hamilton A.F.B. (Novato*),9.000%,Marin,,,,
Hamilton City,7.500%,Glenn,,,,
Hanford*,7.500%,Kings,,,,
Happy Camp,7.500%,Siskiyou,,,,
Harbison Canyon,8.000%,San Diego,,,,
Harbor City (Los Angeles*),9.000%,Los Angeles,,,,
Harmony,7.500%,San Luis Obispo,,,,
Harris,7.500%,Humboldt,,,,
Hat Creek,7.500%,Shasta,,,,
Hathaway Pines,7.500%,Calaveras,,,,
Havasu Lake,8.000%,San Bernardino,,,,
Hawaiian Gardens*,9.000%,Los Angeles,,,,
Hawthorne*,9.000%,Los Angeles,,,,
Hayfork,7.500%,Trinity,,,,
Hayward*,9.000%,Alameda,,,,
Hazard,9.000%,Los Angeles,,,,
Healdsburg*,8.750%,Sonoma,,,,
Heber,8.000%,Imperial,,,,
Helena,7.500%,Trinity,,,,
Helendale,8.000%,San Bernardino,,,,
Helm,8.225%,Fresno,,,,
Hemet*,8.000%,Riverside,,,,
Herald,8.000%,Sacramento,,,,
Hercules*,9.000%,Contra Costa,,,,
Herlong,7.500%,Lassen,,,,
Hermosa Beach*,9.000%,Los Angeles,,,,
Herndon,8.225%,Fresno,,,,
Hesperia*,8.000%,San Bernardino,,,,
Heyer,9.000%,Alameda,,,,
Hickman,7.625%,Stanislaus,,,,
Hidden Hills*,9.000%,Los Angeles,,,,
Highgrove,8.000%,Riverside,,,,
Highland Park (Los Angeles*),9.000%,Los Angeles,,,,
Highland*,8.000%,San Bernardino,,,,
Highway City (Fresno*),8.225%,Fresno,,,,
Hillcrest (San Diego*),8.000%,San Diego,,,,
Hillsborough*,9.000%,San Mateo,,,,
Hillsdale (San Mateo*),9.250%,San Mateo,,,,
Hilmar,7.500%,Merced,,,,
Hilt,7.500%,Siskiyou,,,,
Hinkley,8.000%,San Bernardino,,,,
Hobergs,7.500%,Lake,,,,
Hollister*,8.500%,San Benito,,,,
Hollywood (Los Angeles*),9.000%,Los Angeles,,,,
Holmes,7.500%,Humboldt,,,,
Holt,8.000%,San Joaquin,,,,
Holtville*,8.000%,Imperial,,,,
Holy City,8.750%,Santa Clara,,,,
Homeland,8.000%,Riverside,,,,
Homestead,7.500%,Kern,,,,
Homestead,8.000%,Riverside,,,,
Homewood,7.500%,Placer,,,,
Honby,9.000%,Los Angeles,,,,
Honeydew,7.500%,Humboldt,,,,
Hood,8.000%,Sacramento,,,,
Hoopa,7.500%,Humboldt,,,,
Hope Valley (Forest Camp),7.500%,Alpine,,,,
Hopland,7.625%,Mendocino,,,,
Hornbrook,7.500%,Siskiyou,,,,
Hornitos,8.000%,Mariposa,,,,
Horse Creek,7.500%,Siskiyou,,,,
Horse Lake,7.500%,Lassen,,,,
Hughson*,7.625%,Stanislaus,,,,
Hume,8.225%,Fresno,,,,
Huntington,8.000%,Orange,,,,
Huntington Beach*,8.000%,Orange,,,,
Huntington Lake,8.225%,Fresno,,,,
Huntington Park*,9.000%,Los Angeles,,,,
Huron*,9.225%,Fresno,,,,
Hyampom,7.500%,Trinity,,,,
Hyde Park (Los Angeles*),9.000%,Los Angeles,,,,
Hydesville,7.500%,Humboldt,,,,
Idria,7.500%,San Benito,,,,
Idyllwild,8.000%,Riverside,,,,
Ignacio (Novato*),9.000%,Marin,,,,
Igo,7.500%,Shasta,,,,
Imola (Napa*),8.000%,Napa,,,,
Imperial Beach*,8.000%,San Diego,,,,
Imperial*,8.000%,Imperial,,,,
Independence,8.000%,Inyo,,,,
Indian Wells*,8.000%,Riverside,,,,
Indio*,8.000%,Riverside,,,,
Industry*,9.000%,Los Angeles,,,,
Inglewood*,9.500%,Los Angeles,,,,
Inverness,8.500%,Marin,,,,
Inyo,8.000%,Inyo,,,,
Inyokern,7.500%,Kern,,,,
Ione*,8.000%,Amador,,,,
Iowa Hill,7.500%,Placer,,,,
Irvine*,8.000%,Orange,,,,
Irwindale*,9.000%,Los Angeles,,,,
Isla Vista,8.000%,Santa Barbara,,,,
Island Mountain,7.500%,Trinity,,,,
Isleton*,8.000%,Sacramento,,,,
Ivanhoe,8.000%,Tulare,,,,
Ivanpah,8.000%,San Bernardino,,,,
Jackson*,8.000%,Amador,,,,
Jacumba,8.000%,San Diego,,,,
Jamacha,8.000%,San Diego,,,,
Jamestown,7.500%,Tuolumne,,,,
Jamul,8.000%,San Diego,,,,
Janesville,7.500%,Lassen,,,,
Jenner,8.250%,Sonoma,,,,
Johannesburg,7.500%,Kern,,,,
Johnsondale,8.000%,Tulare,,,,
Johnstonville,7.500%,Lassen,,,,
Johnstown,8.000%,San Diego,,,,
Jolon,7.500%,Monterey,,,,
Joshua Tree,8.000%,San Bernardino,,,,
Julian,8.000%,San Diego,,,,
Junction City,7.500%,Trinity,,,,
June Lake,7.500%,Mono,,,,
Juniper,7.500%,Lassen,,,,
Jurupa Valley*,8.000%,Riverside,,,,
Kagel Canyon,9.000%,Los Angeles,,,,
Kaweah,8.000%,Tulare,,,,
Keddie,7.500%,Plumas,,,,
Keeler,8.000%,Inyo,,,,
Keene,7.500%,Kern,,,,
Kelsey,7.500%,El Dorado,,,,
Kelseyville,7.500%,Lake,,,,
Kelso,8.000%,San Bernardino,,,,
Kensington,8.500%,Contra Costa,,,,
Kentfield,8.500%,Marin,,,,
Kenwood,8.250%,Sonoma,,,,
Kerman*,8.225%,Fresno,,,,
Kernville,7.500%,Kern,,,,
Keswick,7.500%,Shasta,,,,
Kettleman City,7.500%,Kings,,,,
Keyes,7.625%,Stanislaus,,,,
King City*,7.500%,Monterey,,,,
Kings Beach,7.500%,Placer,,,,
Kings Canyon National Park,8.000%,Tulare,,,,
Kingsburg*,8.225%,Fresno,,,,
Kinyon,7.500%,Siskiyou,,,,
Kirkwood,7.500%,Alpine,,,,
Kit Carson,8.000%,Amador,,,,
Klamath,7.500%,Del Norte,,,,
Klamath River,7.500%,Siskiyou,,,,
Kneeland,7.500%,Humboldt,,,,
Knights Ferry,7.625%,Stanislaus,,,,
Knights Landing,7.500%,Yolo,,,,
Knightsen,8.500%,Contra Costa,,,,
Korbel,7.500%,Humboldt,,,,
Korbel,8.250%,Sonoma,,,,
Kyburz,7.500%,El Dorado,,,,
L.A. Airport (Los Angeles*),9.000%,Los Angeles,,,,
La Canada- Flintridge*,9.000%,Los Angeles,,,,
La Crescenta,9.000%,Los Angeles,,,,
La Cresta Village,7.500%,Kern,,,,
La Grange,7.625%,Stanislaus,,,,
La Habra Heights*,9.000%,Los Angeles,,,,
La Habra*,8.500%,Orange,,,,
La Honda,9.000%,San Mateo,,,,
La Jolla (San Diego*),8.000%,San Diego,,,,
La Mesa*,8.750%,San Diego,,,,
La Mirada*,10.000%,Los Angeles,,,,
La Palma*,8.000%,Orange,,,,
La Porte,7.500%,Plumas,,,,
La Puente*,9.000%,Los Angeles,,,,
La Quinta*,8.000%,Riverside,,,,
La Selva Beach,8.250%,Santa Cruz,,,,
La Verne*,9.000%,Los Angeles,,,,
La Vina,9.000%,Los Angeles,,,,
Ladera,9.000%,San Mateo,,,,
Ladera Heights,9.000%,Los Angeles,,,,
Ladera Ranch,8.000%,Orange,,,,
Lafayette*,8.500%,Contra Costa,,,,
Laguna Beach*,8.000%,Orange,,,,
Laguna Hills*,8.000%,Orange,,,,
Laguna Niguel*,8.000%,Orange,,,,
Laguna Woods*,8.000%,Orange,,,,
Lagunitas,8.500%,Marin,,,,
Lake Alpine,7.500%,Alpine,,,,
Lake Arrowhead,8.000%,San Bernardino,,,,
Lake City,7.500%,Modoc,,,,
Lake City,7.625%,Nevada,,,,
Lake Elsinore*,8.000%,Riverside,,,,
Lake Forest*,8.000%,Orange,,,,
Lake Hughes,9.000%,Los Angeles,,,,
Lake Isabella,7.500%,Kern,,,,
Lake Los Angeles,9.000%,Los Angeles,,,,
Lake Mary,7.500%,Mono,,,,
Lake San Marcos,8.000%,San Diego,,,,
Lake Shastina,7.500%,Siskiyou,,,,
Lake Sherwood,7.500%,Ventura,,,,
Lakehead,7.500%,Shasta,,,,
Lakeport*,8.000%,Lake,,,,
Lakeshore,8.225%,Fresno,,,,
Lakeside,8.000%,San Diego,,,,
Lakeview,8.000%,Riverside,,,,
Lakeview Terrace (Los Angeles*),9.000%,Los Angeles,,,,
Lakewood*,9.000%,Los Angeles,,,,
Lamont,7.500%,Kern,,,,
Lancaster*,9.000%,Los Angeles,,,,
Landers,8.000%,San Bernardino,,,,
Landscape,9.000%,Alameda,,,,
Lang,9.000%,Los Angeles,,,,
Larkfield,8.250%,Sonoma,,,,
Larkspur*,9.000%,Marin,,,,
Larwin Plaza,7.625%,Solano,,,,
Lathrop*,9.000%,San Joaquin,,,,
Laton,8.225%,Fresno,,,,
Lawndale*,9.000%,Los Angeles,,,,
Laws,8.000%,Inyo,,,,
Laytonville,7.625%,Mendocino,,,,
Le Grand (Also Legrand),7.500%,Merced,,,,
Lebec,7.500%,Kern,,,,
Lee Vining,7.500%,Mono,,,,
Leggett,7.625%,Mendocino,,,,
Leisure World,8.000%,Orange,,,,
Leisure World (Seal Beach*),8.000%,Orange,,,,
Lemon Grove*,8.000%,San Diego,,,,
Lemoncove,8.000%,Tulare,,,,
Lemoore*,7.500%,Kings,,,,
Lennox,9.000%,Los Angeles,,,,
Lenwood,8.000%,San Bernardino,,,,
Leona Valley,9.000%,Los Angeles,,,,
Leucadia (Encinitas*),8.000%,San Diego,,,,
Lewiston,7.500%,Trinity,,,,
Liberty Farms,7.625%,Solano,,,,
Likely,7.500%,Modoc,,,,
Lincoln Acres,8.000%,San Diego,,,,
Lincoln Heights (Los Angeles*),9.000%,Los Angeles,,,,
Lincoln Village,8.000%,San Joaquin,,,,
Lincoln*,7.500%,Placer,,,,
Linda,7.500%,Yuba,,,,
Linden,8.000%,San Joaquin,,,,
Lindsay*,8.000%,Tulare,,,,
Linnell,8.000%,Tulare,,,,
Litchfield,7.500%,Lassen,,,,
Little Lake,8.000%,Inyo,,,,
Little Norway,7.500%,El Dorado,,,,
Little Valley,7.500%,Lassen,,,,
Littleriver,7.625%,Mendocino,,,,
Littlerock (Also Little Rock),9.000%,Los Angeles,,,,
Live Oak ,8.250%,Santa Cruz,,,,
Live Oak*,7.500%,Sutter,,,,
Livermore*,9.000%,Alameda,,,,
Livingston*,7.500%,Merced,,,,
Llano,9.000%,Los Angeles,,,,
Loch Lomond,7.500%,Lake,,,,
Locke,8.000%,Sacramento,,,,
Lockeford,8.000%,San Joaquin,,,,
Lockheed,8.250%,Santa Cruz,,,,
Lockwood,7.500%,Monterey,,,,
Lodi*,8.000%,San Joaquin,,,,
Loleta,7.500%,Humboldt,,,,
Loma Linda*,8.000%,San Bernardino,,,,
Loma Mar,9.000%,San Mateo,,,,
Loma Rica,7.500%,Yuba,,,,
Lomita*,9.000%,Los Angeles,,,,
Lompoc*,8.000%,Santa Barbara,,,,
London,8.000%,Tulare,,,,
Lone Pine,8.000%,Inyo,,,,
Long Barn,7.500%,Tuolumne,,,,
Long Beach*,9.000%,Los Angeles,,,,
Longview,9.000%,Los Angeles,,,,
Lookout,7.500%,Modoc,,,,
Loomis*,7.500%,Placer,,,,
Lorre Estates,8.750%,Santa Clara,,,,
Los Alamitos*,8.000%,Orange,,,,
Los Alamos,8.000%,Santa Barbara,,,,
Los Altos Hills*,8.750%,Santa Clara,,,,
Los Altos*,8.750%,Santa Clara,,,,
Los Angeles*,9.000%,Los Angeles,,,,
Los Banos*,8.000%,Merced,,,,
Los Gatos*,8.750%,Santa Clara,,,,
Los Molinos,7.500%,Tehama,,,,
Los Nietos,9.000%,Los Angeles,,,,
Los Olivos,8.000%,Santa Barbara,,,,
Los Osos,7.500%,San Luis Obispo,,,,
Los Padres,7.500%,San Luis Obispo,,,,
Los Serranos (Chino Hills*),8.000%,San Bernardino,,,,
Lost Hills,7.500%,Kern,,,,
Lost Lake,8.000%,Riverside,,,,
Lotus,7.500%,El Dorado,,,,
Lower Lake,7.500%,Lake,,,,
Loyalton*,7.500%,Sierra,,,,
Lucerne,7.500%,Lake,,,,
Lucerne Valley,8.000%,San Bernardino,,,,
Lucia,7.500%,Monterey,,,,
Ludlow,8.000%,San Bernardino,,,,
Lugo,9.000%,Los Angeles,,,,
Lynwood*,9.000%,Los Angeles,,,,
Lytle Creek,8.000%,San Bernardino,,,,
Macdoel,7.500%,Siskiyou,,,,
Maclay,9.000%,Los Angeles,,,,
Mad River,7.500%,Trinity,,,,
Madeline,7.500%,Lassen,,,,
Madera*,8.000%,Madera,,,,
Madison,7.500%,Yolo,,,,
Magalia,7.500%,Butte,,,,
Malaga,8.225%,Fresno,,,,
Malibu*,9.000%,Los Angeles,,,,
Mammoth Lakes*,8.000%,Mono,,,,
Manhattan Beach*,9.000%,Los Angeles,,,,
Manteca*,8.500%,San Joaquin,,,,
Manton,7.500%,Tehama,,,,
Manzanita Lake,7.500%,Shasta,,,,
Mar Vista,9.000%,Los Angeles,,,,
Marcelina,9.000%,Los Angeles,,,,
March A.F.B.,8.000%,Riverside,,,,
Mare Island (Vallejo*),8.625%,Solano,,,,
Maricopa*,7.500%,Kern,,,,
Marin City,8.500%,Marin,,,,
Marina Del Rey,9.000%,Los Angeles,,,,
Marina*,8.500%,Monterey,,,,
Marine Corps (Twentynine Palms*),8.000%,San Bernardino,,,,
Mariner,8.000%,Orange,,,,
Mariposa,8.000%,Mariposa,,,,
Markleeville,7.500%,Alpine,,,,
Marsh Manor,9.000%,San Mateo,,,,
Marshall,8.500%,Marin,,,,
Martell,8.000%,Amador,,,,
Martinez*,8.500%,Contra Costa,,,,
Marysville*,7.500%,Yuba,,,,
Mather,7.500%,Tuolumne,,,,
Mather ,8.000%,Sacramento,,,,
Maxwell,7.500%,Colusa,,,,
Maywood*,9.000%,Los Angeles,,,,
McArthur,7.500%,Shasta,,,,
McClellan,8.000%,Sacramento,,,,
McCloud,7.500%,Siskiyou,,,,
McFarland*,7.500%,Kern,,,,
McKinleyville,7.500%,Humboldt,,,,
McKittrick,7.500%,Kern,,,,
Mead Valley,8.000%,Riverside,,,,
Meadow Valley,7.500%,Plumas,,,,
Meadow Vista,7.500%,Placer,,,,
Meadowbrook,8.000%,Riverside,,,,
Mecca,8.000%,Riverside,,,,
Meeks Bay,7.500%,El Dorado,,,,
Meiners Oaks,7.500%,Ventura,,,,
Mendocino,7.625%,Mendocino,,,,
Mendota*,8.225%,Fresno,,,,
Menifee*,8.000%,Riverside,,,,
Menlo Park*,9.000%,San Mateo,,,,
Mentone,8.000%,San Bernardino,,,,
Merced*,8.000%,Merced,,,,
Meridian,7.500%,Sutter,,,,
Mettler,7.500%,Kern,,,,
Meyers,7.500%,El Dorado,,,,
Middletown,7.500%,Lake,,,,
Midland,8.000%,Riverside,,,,
Midpines,8.000%,Mariposa,,,,
Midway City,8.000%,Orange,,,,
Milford,7.500%,Lassen,,,,
Mill Creek,7.500%,Tehama,,,,
Mill Valley*,8.500%,Marin,,,,
Millbrae*,9.000%,San Mateo,,,,
Millville,7.500%,Shasta,,,,
Milpitas*,8.750%,Santa Clara,,,,
Mineral,7.500%,Tehama,,,,
Mineral King,8.000%,Tulare,,,,
Mint Canyon,9.000%,Los Angeles,,,,
Mira Loma,8.000%,Riverside,,,,
Mira Vista,8.500%,Contra Costa,,,,
Miracle Hot Springs,7.500%,Kern,,,,
Miramar (San Diego*),8.000%,San Diego,,,,
Miramonte,8.225%,Fresno,,,,
Miranda,7.500%,Humboldt,,,,
Mission Hills (Los Angeles*),9.000%,Los Angeles,,,,
Mission Viejo*,8.000%,Orange,,,,
Mi-Wuk Village,7.500%,Tuolumne,,,,
Moccasin,7.500%,Tuolumne,,,,
Modesto*,7.625%,Stanislaus,,,,
Moffett Field,8.750%,Santa Clara,,,,
Mojave,7.500%,Kern,,,,
Mokelumne Hill,7.500%,Calaveras,,,,
Monarch Beach (Dana Point*),8.000%,Orange,,,,
Moneta,9.000%,Los Angeles,,,,
Mono Hot Springs,8.225%,Fresno,,,,
Mono Lake,7.500%,Mono,,,,
Monolith,7.500%,Kern,,,,
Monrovia*,9.000%,Los Angeles,,,,
Monta Vista,8.750%,Santa Clara,,,,
Montague*,7.500%,Siskiyou,,,,
Montalvo (Ventura*),7.500%,Ventura,,,,
Montara,9.000%,San Mateo,,,,
Montclair*,8.250%,San Bernardino,,,,
Monte Rio,8.250%,Sonoma,,,,
Monte Sereno*,8.750%,Santa Clara,,,,
Montebello*,9.000%,Los Angeles,,,,
Montecito,8.000%,Santa Barbara,,,,
Monterey Bay Academy,8.250%,Santa Cruz,,,,
Monterey Park*,9.000%,Los Angeles,,,,
Monterey*,7.500%,Monterey,,,,
Montgomery Creek,7.500%,Shasta,,,,
Montrose,9.000%,Los Angeles,,,,
Mooney,8.000%,Tulare,,,,
Moonridge,8.000%,San Bernardino,,,,
Moorpark*,7.500%,Ventura,,,,
Moraga*,9.500%,Contra Costa,,,,
Moreno Valley*,8.000%,Riverside,,,,
Morgan Hill*,8.750%,Santa Clara,,,,
Morongo Valley,8.000%,San Bernardino,,,,
Morro Bay*,8.000%,San Luis Obispo,,,,
Morro Plaza,7.500%,San Luis Obispo,,,,
Moss Beach,9.000%,San Mateo,,,,
Moss Landing,7.500%,Monterey,,,,
Mount Hamilton,8.750%,Santa Clara,,,,
Mount Hebron,7.500%,Siskiyou,,,,
Mount Hermon,8.250%,Santa Cruz,,,,
Mount Laguna,8.000%,San Diego,,,,
Mount Shasta*,7.750%,Siskiyou,,,,
Mount Wilson,9.000%,Los Angeles,,,,
Mountain Center,8.000%,Riverside,,,,
Mountain Mesa,7.500%,Kern,,,,
Mountain Pass,8.000%,San Bernardino,,,,
Mountain Ranch,7.500%,Calaveras,,,,
Mountain View*,8.750%,Santa Clara,,,,
Mt. Aukum,7.500%,El Dorado,,,,
Mt. Baldy,8.000%,San Bernardino,,,,
Murphys,7.500%,Calaveras,,,,
Murrieta*,8.000%,Riverside,,,,
Muscoy,8.000%,San Bernardino,,,,
Myers Flat,7.500%,Humboldt,,,,
Napa*,8.000%,Napa,,,,
Naples,9.000%,Los Angeles,,,,
Nashville,7.500%,El Dorado,,,,
National City*,9.000%,San Diego,,,,
Naval (Port Hueneme*),8.000%,Ventura,,,,
Naval (San Diego*),8.000%,San Diego,,,,
Naval Air Station (Alameda*),9.000%,Alameda,,,,
Naval Air Station (Coronado*),8.000%,San Diego,,,,
Naval Air Station (Lemoore*),7.500%,Kings,,,,
Naval Hospital (Oakland*),9.000%,Alameda,,,,
Naval Hospital (San Diego*),8.000%,San Diego,,,,
Naval Supply Center (Oakland*),9.000%,Alameda,,,,
Naval Training Center (San Diego*),8.000%,San Diego,,,,
Navarro,7.625%,Mendocino,,,,
Needles*,8.000%,San Bernardino,,,,
Nelson,7.500%,Butte,,,,
Nevada City*,8.500%,Nevada,,,,
New Almaden,8.750%,Santa Clara,,,,
New Cuyama,8.000%,Santa Barbara,,,,
New Idria,7.500%,San Benito,,,,
Newark*,9.000%,Alameda,,,,
Newberry,8.000%,San Bernardino,,,,
Newberry Springs,8.000%,San Bernardino,,,,
Newbury Park (Thousand Oaks*),7.500%,Ventura,,,,
Newcastle,7.500%,Placer,,,,
Newhall (Santa Clarita*),9.000%,Los Angeles,,,,
Newman*,7.625%,Stanislaus,,,,
Newport Beach*,8.000%,Orange,,,,
Nicasio,8.500%,Marin,,,,
Nice,7.500%,Lake,,,,
Nicolaus,7.500%,Sutter,,,,
Niland,8.000%,Imperial,,,,
Nipomo,7.500%,San Luis Obispo,,,,
Nipton,8.000%,San Bernardino,,,,
Norco*,8.000%,Riverside,,,,
Norden,7.625%,Nevada,,,,
North Edwards,7.500%,Kern,,,,
North Fork,8.000%,Madera,,,,
North Gardena,9.000%,Los Angeles,,,,
North Highlands,8.000%,Sacramento,,,,
North Hills (Los Angeles*),9.000%,Los Angeles,,,,
North Hollywood (Los Angeles*),9.000%,Los Angeles,,,,
North Palm Springs,8.000%,Riverside,,,,
North San Juan,7.625%,Nevada,,,,
North Shore,8.000%,Riverside,,,,
Northridge (Los Angeles*),9.000%,Los Angeles,,,,
Norton A.F.B. (San Bernardino*),8.250%,San Bernardino,,,,
Norwalk*,9.000%,Los Angeles,,,,
Novato*,9.000%,Marin,,,,
Nubieber,7.500%,Lassen,,,,
Nuevo,8.000%,Riverside,,,,
Nyeland Acres,7.500%,Ventura,,,,
Oak Park,7.500%,Ventura,,,,
Oak Run,7.500%,Shasta,,,,
Oak View,7.500%,Ventura,,,,
Oakdale*,8.125%,Stanislaus,,,,
Oakhurst,8.000%,Madera,,,,
Oakland*,9.000%,Alameda,,,,
Oakley*,8.500%,Contra Costa,,,,
Oakville,8.000%,Napa,,,,
Oasis,8.000%,Riverside,,,,
Oban,9.000%,Los Angeles,,,,
O'Brien,7.500%,Shasta,,,,
Occidental,8.250%,Sonoma,,,,
Oceano,7.500%,San Luis Obispo,,,,
Oceanside*,8.000%,San Diego,,,,
Ocotillo,8.000%,Imperial,,,,
Ocotillo Wells,8.000%,San Diego,,,,
Oildale,7.500%,Kern,,,,
Ojai*,7.500%,Ventura,,,,
Olancha,8.000%,Inyo,,,,
Old Station,7.500%,Shasta,,,,
Olema,8.500%,Marin,,,,
Olinda,7.500%,Shasta,,,,
Olive View (Los Angeles*),9.000%,Los Angeles,,,,
Olivehurst,7.500%,Yuba,,,,
Olivenhain (Encinitas*),8.000%,San Diego,,,,
Olympic Valley,7.500%,Placer,,,,
Omo Ranch,7.500%,El Dorado,,,,
O'Neals,8.000%,Madera,,,,
Ono,7.500%,Shasta,,,,
Ontario*,8.000%,San Bernardino,,,,
Onyx,7.500%,Kern,,,,
Opal Cliffs,8.250%,Santa Cruz,,,,
Orange Cove*,8.225%,Fresno,,,,
Orange*,8.000%,Orange,,,,
Orangevale,8.000%,Sacramento,,,,
Orcutt,8.000%,Santa Barbara,,,,
Ordbend,7.500%,Glenn,,,,
Oregon House,7.500%,Yuba,,,,
Orick,7.500%,Humboldt,,,,
Orinda*,9.000%,Contra Costa,,,,
Orland*,7.500%,Glenn,,,,
Orleans,7.500%,Humboldt,,,,
Oro Grande,8.000%,San Bernardino,,,,
Orosi,8.000%,Tulare,,,,
Oroville*,7.500%,Butte,,,,
Otay (Chula Vista*),8.000%,San Diego,,,,
Oxnard*,8.000%,Ventura,,,,
Pacheco,8.500%,Contra Costa,,,,
Pacific Grove*,8.500%,Monterey,,,,
Pacific House,7.500%,El Dorado,,,,
Pacific Palisades (Los Angeles*),9.000%,Los Angeles,,,,
Pacifica*,9.000%,San Mateo,,,,
Pacoima (Los Angeles*),9.000%,Los Angeles,,,,
Paicines,7.500%,San Benito,,,,
Pajaro,7.500%,Monterey,,,,
Pala,8.000%,San Diego,,,,
Palermo,7.500%,Butte,,,,
Pallett,9.000%,Los Angeles,,,,
Palm City,8.000%,Riverside,,,,
Palm City (San Diego*),8.000%,San Diego,,,,
Palm Desert*,8.000%,Riverside,,,,
Palm Springs*,9.000%,Riverside,,,,
Palmdale*,9.000%,Los Angeles,,,,
Palo Alto*,8.750%,Santa Clara,,,,
Palo Cedro,7.500%,Shasta,,,,
Palo Verde,8.000%,Imperial,,,,
Palomar Mountain,8.000%,San Diego,,,,
Palos Verdes Estates*,9.000%,Los Angeles,,,,
Palos Verdes/Peninsula,9.000%,Los Angeles,,,,
Panorama City (Los Angeles*),9.000%,Los Angeles,,,,
Paradise*,7.500%,Butte,,,,
Paramount*,9.000%,Los Angeles,,,,
Parker Dam,8.000%,San Bernardino,,,,
Parkfield,7.500%,Monterey,,,,
Parlier*,8.225%,Fresno,,,,
Pasadena*,9.000%,Los Angeles,,,,
Paskenta,7.500%,Tehama,,,,
Paso Robles*,8.000%,San Luis Obispo,,,,
Patterson*,7.625%,Stanislaus,,,,
Patton,8.000%,San Bernardino,,,,
Pauma Valley,8.000%,San Diego,,,,
Paynes Creek,7.500%,Tehama,,,,
Pearblossom,9.000%,Los Angeles,,,,
Pearland,9.000%,Los Angeles,,,,
Pebble Beach,7.500%,Monterey,,,,
Pedley,8.000%,Riverside,,,,
Peninsula Village,7.500%,Plumas,,,,
Penn Valley,7.625%,Nevada,,,,
Penngrove,8.250%,Sonoma,,,,
Penryn,7.500%,Placer,,,,
Pepperwood,7.500%,Humboldt,,,,
Permanente,8.750%,Santa Clara,,,,
Perris*,8.000%,Riverside,,,,
Perry (Whittier*),9.000%,Los Angeles,,,,
Pescadero,9.000%,San Mateo,,,,
Petaluma*,8.250%,Sonoma,,,,
Petrolia,7.500%,Humboldt,,,,
Phelan,8.000%,San Bernardino,,,,
Phillipsville,7.500%,Humboldt,,,,
Philo,7.625%,Mendocino,,,,
Pico Rivera*,10.000%,Los Angeles,,,,
Piedmont*,9.000%,Alameda,,,,
Piedra,8.225%,Fresno,,,,
Piercy,7.625%,Mendocino,,,,
Pilot Hill,7.500%,El Dorado,,,,
Pine Grove,8.000%,Amador,,,,
Pine Valley,8.000%,San Diego,,,,
Pinecrest,7.500%,Tuolumne,,,,
Pinedale (Fresno*),8.225%,Fresno,,,,
Pinetree,9.000%,Los Angeles,,,,
Pinole*,9.000%,Contra Costa,,,,
Pinon Hills,8.000%,San Bernardino,,,,
Pioneer,8.000%,Amador,,,,
Pioneertown,8.000%,San Bernardino,,,,
Piru,7.500%,Ventura,,,,
Pismo Beach*,8.000%,San Luis Obispo,,,,
Pittsburg*,9.000%,Contra Costa,,,,
Pixley,8.000%,Tulare,,,,
Placentia*,8.000%,Orange,,,,
Placerville*,8.000%,El Dorado,,,,
Plainview,8.000%,Tulare,,,,
Planada,7.500%,Merced,,,,
Plaster City,8.000%,Imperial,,,,
Platina,7.500%,Shasta,,,,
Playa Del Rey (Los Angeles*),9.000%,Los Angeles,,,,
Pleasant Grove,7.500%,Sutter,,,,
Pleasant Hill*,8.500%,Contra Costa,,,,
Pleasanton*,9.000%,Alameda,,,,
Plymouth*,8.000%,Amador,,,,
Point Arena*,8.125%,Mendocino,,,,
Point Mugu,7.500%,Ventura,,,,
Point Pittsburg (Pittsburg*),8.500%,Contra Costa,,,,
Point Reyes Station,8.500%,Marin,,,,
Pollock Pines,7.500%,El Dorado,,,,
Pomona*,9.000%,Los Angeles,,,,
Pond,7.500%,Kern,,,,
Pondosa,7.500%,Siskiyou,,,,
Pope Valley,8.000%,Napa,,,,
Poplar,8.000%,Tulare,,,,
Port Costa,8.500%,Contra Costa,,,,
Port Hueneme*,8.000%,Ventura,,,,
Porter Ranch (Los Angeles*),9.000%,Los Angeles,,,,
Porterville*,8.500%,Tulare,,,,
Portola Valley*,9.000%,San Mateo,,,,
Portola*,7.500%,Plumas,,,,
Portuguese Bend (Rancho Palos Verdes*),9.000%,Los Angeles,,,,
Posey,8.000%,Tulare,,,,
Potrero,8.000%,San Diego,,,,
